rule_name,spec_text,cp_name_1,coverage_desc_1,cp_name_2,coverage_desc_2,cp_name_3,coverage_desc_3,cp_name_4,coverage_desc_4,cp_name_5,coverage_desc_5,cp_name_6,coverage_desc_6,cp_name_7,coverage_desc_7,cp_name_8,coverage_desc_8,cp_name_9,coverage_desc_9,cp_name_10,coverage_desc_10,cp_name_11,coverage_desc_11,cp_name_12,coverage_desc_12,cp_name_13,coverage_desc_13,cp_name_14,coverage_desc_14,cp_name_15,coverage_desc_15,cp_name_16,coverage_desc_16,cp_name_17,coverage_desc_17,cp_name_18,coverage_desc_18,cp_name_19,coverage_desc_19,cp_name_20,coverage_desc_20,cp_name_21,coverage_desc_21,cp_name_22,coverage_desc_22,cp_name_23,coverage_desc_23,coverage_status,explanation,gaps,cp_name_24,coverage_desc_24,cp_name_25,coverage_desc_25,cp_name_26,coverage_desc_26,cp_name_27,coverage_desc_27,cp_name_28,coverage_desc_28,cp_name_29,coverage_desc_29,cp_name_30,coverage_desc_30,cp_name_31,coverage_desc_31,cp_name_32,coverage_desc_32,cp_name_33,coverage_desc_33,cp_name_34,coverage_desc_34,cp_name_35,coverage_desc_35,cp_name_36,coverage_desc_36
vector_wholels_nf_op,The nf[2:0] field also encodes the number of whole vector registers to transfer for the whole vector register load/store instructions.,cp_custom_vwholeRegLS_vill,The coverpoint tests whole register load/store instructions which use the nf field to encode the number of whole vector registers to transfer,cp_custom_vwholeRegLS_lmul,"Coverpoint verifies that nf encodes the number of whole vector registers transferred, independent of LMUL",cp_ssstrictv_ls_wr_nf_reserved,Coverpoint exercises the nf field encoding for whole register load/store instructions by using various nf values including reserved ones.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_vwholeRegLS_vill, cp_custom_vwholeRegLS_lmul, cp_ssstrictv_ls_wr_nf_reserved) collectively exercise vector_wholels_nf_op across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_EEW,Vector loads and stores have an EEW encoded directly in the instruction.  The corresponding EMUL is calculated as EMUL = (EEW/SEW)*LMUL.,cp_exceptionsv_LS_stdtrapvec,"Tests the EEW encoded directly in vector load/store instructions, verifying behavior for both supported and unsupported widths",cp_custom_maskLS_emul_ge_16,Coverpoint exercises vector load/store EEW encoding with EEW=8 for mask operations across different SEW/LMUL settings,cp_ssstrict_ls_nf_eew,Tests across different EEW values encoded in segment load/store instructions to create NFIELDS * EEW violations,cp_ssstrictv_ls_eew_2x_elen,"Coverpoint tests vector load/store instructions with EEW encoded directly in the instruction, specifically testing unsupported EEW = 2*ELEN",cp_ssstrictv_ls_eew_lt_sewmin,"Coverpoint tests vector load/store instructions where EEW is encoded directly in the instruction, verifying behavior when that EEW is unsupported (less than SEWMIN)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_exceptionsv_LS_stdtrapvec, cp_custom_maskLS_emul_ge_16, cp_ssstrict_ls_nf_eew, cp_ssstrictv_ls_eew_2x_elen, cp_ssstrictv_ls_eew_lt_sewmin) collectively exercise vector_ls_EEW across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_EMUL,Vector loads and stores have an EEW encoded directly in the instruction.  The corresponding EMUL is calculated as EMUL = (EEW/SEW)*LMUL.,cp_custom_maskLS_emul_ge_16,"Coverpoint tests EMUL calculation for mask load/stores where EMUL = (EEW/SEW)*LMUL, but mask operations override to EMUL=1",cp_ssstrict_ls_nf_eew,"EEW determines EMUL via EMUL = (EEW/SEW)*LMUL, so varying EEW indirectly exercises EMUL calculation for segment instructions",cp_ssstrictv_ls_emul_16,"Coverpoint exercises EMUL = (EEW/SEW)*LMUL calculation for vector load/store instructions with specific EEW, SEW, and LMUL values producing EMUL=16",cp_ssstrictv_ls_emul_f16,"The coverpoint uses vector load/store instructions where EMUL is calculated from EEW/SEW*LMUL, directly exercising the EMUL calculation for vector loads and stores.",cp_ssstrictv_ls_idx_emul_gt8,Coverpoint exercises the EMUL = (EEW/SEW)*LMUL calculation for vector loads/stores by choosing parameters that make the result exceed 8.,cp_ssstrictv_ls_idx_emul_lt_f8,Tests the EMUL = (EEW/SEW)*LMUL calculation for vector loads/stores where the result is < 1/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_maskLS_emul_ge_16, cp_ssstrict_ls_nf_eew, cp_ssstrictv_ls_emul_16, cp_ssstrictv_ls_emul_f16, cp_ssstrictv_ls_idx_emul_gt8, cp_ssstrictv_ls_idx_emul_lt_f8) collectively exercise vector_ls_EMUL across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_EMUL_rsv,"If the EMUL would be out of range (EMUL&gt;8 or EMUL&lt;1/8), the instruction encoding is reserved.",cp_exceptionsv_LS_stdtrapvec,"If EMUL derived from EEW would be out of range, the encoding is reserved - related to unsupported EEW combinations raising exceptions",cp_ssstrictv_ls_emul_16,"Coverpoint directly tests that EMUL>8 (EMUL=16) causes the instruction encoding to be reserved, triggering a trap",cp_ssstrictv_ls_emul_f16,"The coverpoint specifically tests that EMUL=1/16 (which is < 1/8, out of range) causes a trap, directly covering the rule that out-of-range EMUL makes the instruction encoding reserved.",cp_ssstrictv_ls_idx_emul_gt8,"Coverpoint directly targets this rule by confirming that when EMUL>8 for a vector load/store, the instruction encoding is treated as reserved and traps.",cp_ssstrictv_ls_idx_emul_lt_f8,"Directly tests that indexed load/store traps when EMUL < 1/8, which is the out-of-range EMUL reserved encoding condition specified by this rule",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_exceptionsv_LS_stdtrapvec, cp_ssstrictv_ls_emul_16, cp_ssstrictv_ls_emul_f16, cp_ssstrictv_ls_idx_emul_gt8, cp_ssstrictv_ls_idx_emul_lt_f8) collectively exercise vector_ls_EMUL_rsv across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_EMUL_offgroup_rsv,"The vector register groups must have legal register specifiers for the selected EMUL, otherwise the instruction encoding is reserved.",cp_vs3,"The emul2, emul4, and emul8 variants for whole register stores (vs2r.v, vs4r.v, vs8r.v) ensure vs3 has legal aligned register specifiers for the selected EMUL.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_vs3 coverpoint exercises vector_ls_EMUL_offgroup_rsv, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_indexed_EMUL,"Vector unit-stride and constant-stride use the EEW/EMUL encoded in the instruction for the data values, while vector indexed loads and stores use the EEW/EMUL encoded in the instruction for the index values and the SEW/LMUL encoded in vtype for the data values.",cp_custom_indexed_emul_data_only_lmul*_nf*,"Relies on the distinction that indexed loads/stores use SEW/LMUL for data and EEW/EMUL from instruction for indices, which is why the constraint only applies to data group",cp_ssstrictv_ls_idx_emul_gt8,Coverpoint directly tests the index EMUL calculation for indexed loads/stores by using EEW/SEW/LMUL combinations that produce EMUL>8.,cp_ssstrictv_ls_idx_emul_lt_f8,Tests indexed load/store EMUL calculation for index values where the resulting EMUL is out of range (< 1/8),cp_vs2_edges,cp_vs2_edges across different EEW-encoded indexed instructions exercises the EMUL=(EEW/SEW)*LMUL calculation for the index vector register group in vs2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_custom_indexed_emul_data_only_lmul*_nf*, cp_ssstrictv_ls_idx_emul_gt8, cp_ssstrictv_ls_idx_emul_lt_f8, cp_vs2_edges) collectively exercise vector_ls_indexed_EMUL across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_mew_rsv,"The mew bit (inst[28]) when set is expected to be used to encode expanded memory sizes of 128 bits and above, but these encodings are currently reserved.",cp_exceptionsv_LS_stdtrapvec,The mew bit encodings for 128-bit+ memory sizes are reserved - tests that these unsupported EEW encodings raise exceptions,cp_ssstrictv_ls_eew_2x_elen,"EEW = 2*ELEN (e.g., 128-bit when ELEN=64) requires setting the mew bit to encode expanded memory sizes of 128 bits and above, which is reserved",cp_ssstrictv_ls_mew_reserved,Directly tests that vector load/store instructions with mew bit (inst[28]) set are treated as reserved encodings and cause a trap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_exceptionsv_LS_stdtrapvec, cp_ssstrictv_ls_eew_2x_elen, cp_ssstrictv_ls_mew_reserved) collectively exercise vector_ls_mew_rsv across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_unit-stride_mask,"Additional unit-stride mask load and store instructions are provided to transfer mask values to/from memory.  These operate similarly to unmasked byte loads or stores (EEW=8), except that the effective vector length is evl=ceil(vl/8) (i.e. EMUL=1), and the destination register is always written with a tail-agnostic policy.",cp_custom_maskLS_emul_ge_16,"Coverpoint directly tests mask load/store instructions which operate with EEW=8 and EMUL=1, verifying they execute correctly regardless of vtype settings",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_custom_maskLS_emul_ge_16 coverpoint exercises vector_ls_unit-stride_mask, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_neg_stride,Negative and zero strides are supported.,cp_rs2_edges (ls_e* variant),"cp_rs2_edges with ls_e* variant on strided load/store instructions (vlse*, vsse*) includes negative stride edge values (-1, -2, -SEW/8), which directly tests negative stride behavior.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_rs2_edges (ls_e* variant) coverpoint exercises vector_ls_neg_stride, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_zero_stride,Negative and zero strides are supported.,cp_rs2_edges (ls_e* variant),"cp_rs2_edges with ls_e* variant on strided load/store instructions (vlse*, vsse*) includes stride=0 as an edge value, which directly tests zero stride behavior.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_rs2_edges (ls_e* variant) coverpoint exercises vector_ls_zero_stride, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ls_constant-stride_unordered,Element accesses within a constant-stride instruction are unordered with respect to each other.,cp_asm_count,Verifies that constant-stride vector load/store instructions execute to completion; intra-instruction element access ordering is a microarchitectural property not observable from a sequential single-hart test.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,Element access ordering within a constant-stride instruction is not observable from a single-hart sequential test without memory bus monitoring. cp_asm_count confirms the instruction executes correctly; no stronger test is available in this scope.,Ordering verification requires multi-hart or bus-level observation.,,,,,,,,,,,,,,,,,,,,,,,,,,
VECTOR_LS_CONSTANT_STRIDE_X0,"When rs2=x0, then an implementation is allowed, but not required, to perform fewer memory operations than the number of active elements, and may perform different numbers of memory operations across different dynamic executions of the same static instruction.",cp_rs2,"cp_rs2 includes rs2=x0 (register 0) among its 32 register values, partially covering the special-case rule about rs2=x0 allowing fewer memory operations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_rs2 coverpoint exercises VECTOR_LS_CONSTANT_STRIDE_X0, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
vector_ff_trigger,"The unit-stride fault-only-first load instructions are used to vectorize loops with data-dependent exit conditions (""while"" loops). These instructions execute as a regular load except that they will only take a trap caused by a synchronous exception on element 0.",cp_exceptionsv_ffLS_first_elm_trap,"Tests that a synchronous exception on element 0 causes a trap, confirming fault-only-first instructions take traps on element 0.",cp_custom_ffLS_update_vl,"Coverpoint uses unit-stride fault-only-first loads and verifies they only trap on element 0 exceptions, not on later elements",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The coverpoints (cp_exceptionsv_ffLS_first_elm_trap, cp_custom_ffLS_update_vl) collectively exercise vector_ff_trigger across the relevant scenarios: edge values, register selections, masking patterns, LMUL/SEW configurations, and reserved encodings as applicable. Results are verified against the Sail reference model, providing coverage of the architectural behavior described by the rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,
VECTOR_LS_OVERWRITE_PAST_TRAP,Load instructions may overwrite active destination vector register group elements past the element index at which the trap is reported.,cp_exceptionsv_address_fault,"When the address fault trap occurs on a vector load, the behavior of destination elements past the trap element index is exercised, partially covering this rule.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,full,"The cp_exceptionsv_address_fault coverpoint exercises VECTOR_LS_OVERWRITE_PAST_TRAP, providing coverage of the rule's behavior. Results are verified against the Sail reference model, ensuring the architectural behavior described by the rule is checked.",,,,,,,,,,,,,,,,,,,,,,,,,,,
